,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,"Macedonia, FYR",Madagascar (Malagasy),Malaysia,Mali,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia)
1989-01-31,1298.788461538462,0,0.0,300.2738095238095,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,33.510392156862764,0.0,0.0,0.0,0.0,0.0,9.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.7840628298257,0.0,2854.12912087912,0,0.0,0.0,0,0.0,75.27747252747247,0.0,0.0,0.0,0.0,0.0,140.5302940302941,0.0,0.0,4.258241758241758,1.0,0.0,1.1428571428571426,0.0,20.898876404494395,0.0,0.0,0.0,0.0,144.1333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967034,2.0,0.0,0.0,62.0,0.2554945054945055,0.0,0.0,0,24.77747252747254,0.0,0.0,3.0,0.0,0.5602409638554217,0,173.20853307766055,67.11475409836066,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,516.6666666666669,16.866483516483527,0.0,0,30.277472527472543,795.1199388846451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,3.0,0,0.0,0.0,0.0,0.0,0.0
1989-02-28,198.71538461538466,0,0.0,427.80952380952385,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,30.267450980392177,0.0,0.0,0.0,16.666666666666668,0.0,120.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,246.0221642764014,0.0,9706.14529914529,0,0.0,0.0,0,0.0,42.15384615384615,0.0,0.0,0.0,0.0,0.0,106.85084912051211,0.0,0.0,3.8461538461538454,0.0,0.0,0.0,0.0,18.876404494382033,2.0,0.0,0.0,0.0,78.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615383,0.0,0.0,0.0,0.0,45.244893524554556,0.0,0.0,0,15.153846153846162,0.0,0.0,0.0,0.0,0.5060240963855421,150,108.86577181208054,79.42622950819674,0.0,3.2307692307692313,0.0,0.0,0.0,0.0,0.0,0,0.0,12.729344729344731,0.0,0,114.1538461538461,659.8502673796794,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0,0.0,21.897727272727273,0.0,0.0,0.0
1989-03-31,2211.0509615384594,0,0.0,415.2619047619047,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,38.51039215686274,0.0,0.0,0.0,50.0,0.0,22.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.15072949649186,0.0,3571.572290278029,0,0.0,0.0,0,0.0,38.27747252747252,0.0,0.0,0.0,0.0,0.0,116.8506807091077,0.0,0.0,4.258241758241758,5.0,0.0,0.0,0.0,23.8988764044944,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967034,0.0,0.0,0.0,18.0,261.7807538788895,0.0,0.0,0,16.777472527472536,0.0,0.0,32.0,0.0,0.5602409638554217,0,180.4228187919463,95.11475409836069,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,1.1333333333333333,9.833150183150183,0.0,0,20.777472527472547,797.1199388846451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,5.0,0,0.0,22.505681818181788,0.0,0.0,10.5
1989-04-30,510.73076923076934,0,0.0,177.85714285714283,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,375.2865546218485,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.89017197491762,0.0,945.8648892091514,0,0.0,0.0,0,0.0,43.4431602879879,0.0,0.0,0.0,82.0,0.0,185.40301271761962,0.9166666666666667,0.0,4.1208791208791204,11.103448275862075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.23380068207655,0.0,0.0,0.0,506.7758620689656,91.69006219768924,0.0,0.0,0,23.236263736263748,0.0,0.0,25.0,0.0,2.5421686746987895,0,217.57046979865763,68.55191256830602,0.0,23.461538461538492,0.0,0.0,121.0,0.0,0.0,0,8.933333333333334,10.776241000378926,0.0,2,124.2362637362637,962.6967150496566,0,0.0,0.0,0.0,82.17857142857142,0.0,0.0,0.0,17.177339901477843,97.33333333333331,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1989-05-31,821.8335435056747,0,0.0,278.59243697479,0,0.0,0,0,0.0,0,10.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,33.510392156862764,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,236.32417582417585,0.0,381.2889569446945,0,0.0,0.0,0,0.0,37.61080586080586,0.0,0.0,0.0,0.0,0.0,92.54790714903073,2.1666666666666665,0.0,4.258241758241758,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.03333333333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.503663003663005,0.0,0.0,0.0,214.1428571428571,262.71367632367634,0.0,0.0,0,40.2314198958936,0.0,0.0,4.0,0.0,0.5602409638554217,0,171.42281879194627,118.07771706132368,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,23.0,11.799816849816853,0.0,5,73.75366300366298,764.3636363636366,0,0.0,0.0,0.0,101.14285714285712,0.0,0.0,0.0,71.42857142857144,593.1266666666667,0.0,0,1.0,0,0.0,0.0,0.0,4.0,0.0
1989-06-30,903.9356872635566,0,0.0,61.882352941176464,0,0.0,0,0,0.0,0,16.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,48.270791075050695,0.0,0.0,0.0,0.0,2600.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,163.0879120879121,0.0,125.65060349486572,0,0.0,0.0,0,0.0,39.23626373626373,0.0,0.0,0.0,0.0,0.0,147.06593406593404,0.0,0.0,4.1208791208791204,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26828344069724,0.0,0.0,4.0,293.3076923076924,47.174525474525495,0.0,0.0,0,124.79570112283356,0.0,0.0,0.0,0.0,1.5766514333194852,0,293.79546979865756,192.7185792349726,0.0,132.79487179487177,0.0,0.0,0.0,0.0,0.0,0,4.0,21.741758241758227,0.0,0,28.236263736263748,334.54545454545445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06896551724139,364.8666666666668,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0
1989-07-31,880.2502101723418,0,0.0,0.0,0,0.0,0,0,0.0,0,15.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11.397058823529404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.32417582417582,0.0,112.53895694469455,0,0.0,0.0,1,0.0,40.610805860805854,0.0,0.0,0.0,0.0,0.0,75.36813186813185,0.9999999999999999,0.0,4.258241758241758,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3036630036630035,0.0,0.0,0.0,193.66666666666666,89.46367632367628,0.0,0.0,0,44.2314198958936,0.0,0.0,10.0,0.0,0.5602409638554217,0,388.6728187919464,30.188524590163937,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,192.0,12.766483516483522,0.0,2,52.27747252747254,304.36363636363626,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,51.28571428571428,0.0,0.0,0,2.0,0,0.0,1.0625,0.0,0.0,10.5
1989-08-31,365.91687683900795,0,0.0,346.047619047619,0,0.0,0,0,0.0,0,17.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11.397058823529404,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.32417582417582,0.0,457.2056236113613,0,0.0,0.0,0,0.0,41.54413919413919,0.0,0.0,0.0,0.0,0.0,268.36813186813185,2.2356321839080455,0.0,4.258241758241758,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967034,0.0,0.0,0.0,135.83333333333334,16.713676323676317,0.0,0.0,0,40.2314198958936,0.0,0.0,18.0,0.0,1.5602409638554218,0,63.422818791946355,42.0,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,19.166666666666668,12.833150183150186,0.0,1,156.94413919413913,306.36363636363626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.625,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0
1989-09-30,185.73076923076948,0,0.0,565.3952380952383,0,0.0,0,0,0.0,0,13.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,31.029411764705884,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.08791208791212,0.0,1669.7454310810742,0,0.0,0.0,0,0.0,38.3052292535051,0.0,0.0,0.0,0.0,0.0,111.61588985726915,1.0,0.0,4.1208791208791204,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,4.0,73.71428571428572,16.174525474525467,0.0,0.0,0,68.93363215731638,170.0,0.0,10.0,0.0,1.5421686746987953,0,74.57046979865774,110.5,0.0,3.461538461538462,0.0,0.0,0.0,0.0,0.0,0,140.34482758620678,58.776241000379,0.0,4,66.23626373626367,294.54545454545445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0,13.0,0,0.0,0.0,0.0,0.0,0.0
1989-10-31,240.78846153846155,0,0.0,294.66666666666663,0,0.0,0,0,0.0,0,9.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,191.91666666666654,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.32417582417582,0.0,7238.038956944699,0,0.0,0.0,2,0.0,36.3441391941392,0.0,0.0,0.0,0.0,0.0,571.1562271062269,0.0,0.0,4.258241758241758,7.166666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967034,0.0,0.0,25.0,99.63095238095238,16.713676323676317,0.0,0.0,0,54.777472527472526,0.0,0.0,0.0,77.0,0.5602409638554217,0,279.9944071588367,34.0,0.0,3.5769230769230775,0.0,0.0,0.0,0.0,0.0,0,0.0,20.766483516483515,0.0,1,68.27747252747248,233.45454545454544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0,2.0,0,0.0,5.033333333333333,0.0,0.0,0.0
1989-11-30,1.730769230769231,0,0.0,95.66666666666667,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,184.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2538.174868609649,0.0,34.06043956043958,0,0.0,0.0,0,0.0,34.270746494884435,0.0,0.0,0.0,0.0,0.0,103.06593406593397,0.0,0.0,4.1208791208791204,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,174.0,41.333333333333336,17.17452547452547,0.0,0.0,0,51.23626373626368,0.0,0.0,0.0,0.0,3.5240963855421685,0,84.0,73.0,0.0,3.461538461538462,0.0,0.0,0.0,0.0,0.0,0,140.0,19.741758241758248,0.0,2,262.7362637362638,856.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,16.034482758620708,0.0,0,5.0,0,0.0,7.0,0.0,20.0,0.0
1989-12-31,13.788461538461535,0,0.0,404.3333333333333,0,0.0,0,0,0.0,0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.5415671285232,0.0,3619.22912087912,0,0.0,0.0,0,0.0,39.277472527472526,0.0,0.0,0.0,0.0,0.0,100.36813186813181,0.0,0.0,4.258241758241758,7.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,45.63333333333333,0.0,0.0,0.0,0.0,0.0,0.17032967032967034,2.0,0.0,0.0,41.65416666666666,315.04700965700965,0.0,0.0,0,36.52747252747254,0.0,0.0,15.0,1123.6666666666667,0.0,0,106.0,145.875,484.6666666666667,4.576923076923077,0.0,0.0,0.0,0.0,0.0,0,40.0,92.79981684981672,0.0,0,501.7774725274727,1267.3333333333335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0,0.0,0,2.0,0,0.0,1.0,0.0,0.0,0.0
1990-01-31,2.129120879120879,0,0.0,842.6428571428573,0,0.0,0,0,0.0,0,23.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,76.66666666666669,0.0,0.0,0.0,0.0,0.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10707.666666666672,0,0.0,0.0,0,0.0,54.255945280209986,0.0,0.0,0.0,0.0,0.0,233.29832245049644,1.8961538461538459,0.0,83.76666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.1393939393944,140.92105263157887,0.0,325.1682905488062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.45820668693014,180.08058608058616,0.0,0.0,0,2.0,0.0,0.0,28.0,0.0,18.5,0,87.5,43.833333333333336,0.0,176.17131441617738,0.0,0.0,0.425824175824176,0.0,0.0,0,153.2554945054944,54.662820512820524,0.0,1,180.0,1052.032967032967,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,9.0,0.0,0,3.0,0,0.0,12.0,0.0,0.0,0.0
1990-02-28,72.42307692307692,0,0.0,945.1666666666669,0,0.0,0,0,0.0,0,9.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4498.26666666667,0,0.0,0.0,0,0.0,50.302241875771315,0.0,0.0,0.0,0.0,0.0,221.0365316487054,2.471794871794871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848484848484848,486.94736842105254,0.0,29.586412968814415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.84397163120562,291.5402229152228,0.0,5.0,0,0.0,0.0,0.0,92.5,0.0,29.148148148148163,0,49.833333333333336,264.4037037037037,0.0,2.4292237442922384,0.0,0.0,0.38461538461538475,0.0,0.0,0,0.23076923076923075,60.57549857549854,0.0,0,29.0,731.7179487179492,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,188.21978021978018,0.0,0,0.0,0,0.0,11.0,0.0,0.0,0.0
1990-03-31,151.12912087912076,0,0.0,402.07142857142844,0,0.0,0,0,0.0,0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.05999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9548.864654449631,0,0.0,0.0,0,0.0,60.00002241519623,0.0,0.0,0.0,0.0,0.0,280.86788766788766,2.6294871794871777,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.93939393939396,171.0,0.0,64.28869284765699,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,120.1724924012157,149.80130680130682,0.0,0.0,0,27.333333333333332,0.0,0.0,16.0,0.0,0.0,0,84.33333333333333,198.95,0.0,22.510926288323542,0.0,0.0,0.425824175824176,0.0,0.0,0,90.25549450549451,320.0294871794872,0.0,2,0.0,1867.6255596255596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,129.63392857142853,0.0,0,5.066666666666669,0,0.0,8.0,0.0,0.0,0.0
1990-04-30,192.424075924076,0,0.0,298.73809523809524,0,0.0,0,0,0.0,0,26.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.47435897435906,22.0,145.45999999999995,0.0,0.0,0.0,0.0,5.0,0.0,3.0,10.8,0.0,13473.412264941915,0,0.0,0.0,0,0.0,51.52060011259253,0.0,0.0,0.0,0.0,0.0,356.8504471487263,10.586759142496854,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303030303030303,92.0,0.0,120.76992522520744,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,93.90425531914887,220.1263736263737,0.0,7.0,0,22.0,0.0,0.0,29.0,0.0,0.0,0,294.5,332.3333333333333,0.0,2.6027397260273983,0.0,0.0,2.412087912087912,0.0,0.0,0,31.647252747252757,101.74933687002655,0.0,1,0.0,81.5524820007579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,105.16666666666671,0.0,0,5.0,0,0.0,3.0344827586206886,0.0,0.0,0.0
1990-05-31,151.03821178821178,0,0.0,127.0,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,32.0,0.0,91.36666666666665,0.0,0.0,0.0,60.0,136.0,0.0,0.0,46.0,0.0,8458.371900826445,0,0.0,0.0,0,0.0,74.93335574852954,0.0,0.0,0.0,2.0,0.0,329.66684905292846,25.571017234132,1.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,40.5,0.0,299.21369284765706,0.0,0.0,0.0,0.0,0.0,1.0,1.0333333333333332,0.0,0.0,902.7677304964548,9.747252747252736,0.0,0.0,2,0.0,400.0,0.0,168.5,0.0,0.0,0,10.0,125.0,0.0,2.6894977168949783,0.0,0.0,4.425824175824176,0.0,0.0,0,0.2554945054945055,77.66282051282052,0.0,0,0.0,73.03296703296711,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,113.03333333333329,65.20000000000003,0.0,0,2.0,0,0.0,3.06666666666667,0.0,4.133333333333333,0.0
1990-06-30,138.42407592407588,0,0.0,149.875,0,0.0,0,0,0.0,0,11.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,7320.6371168016885,0,0.0,0.0,1,0.0,57.48611735397183,0.0,0.0,0.0,0.0,0.0,299.8497232694314,40.175283732660766,28.4,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,88.68659189187423,0.0,0.0,0.0,0.0,12.032258064516128,0.0,0.0,0.0,0.0,80.9042553191489,5.626373626373621,0.0,0.0,0,0.0,0.0,0.0,37.333333333333336,0.0,0.0,0,146.0,53.0,0.0,202.26940639269387,0.0,0.0,4.412087912087911,0.0,0.0,0,0.24725274725274723,24.71485411140584,0.0,3,1802.8,713.0549450549447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,158.00000000000003,0.0,0,3.0,0,0.0,11.03448275862069,0.0,1.0344827586206893,9.333333333333334
1990-07-31,145.53821178821173,0,0.0,67.14285714285714,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,2000.0,0,0.0,0.0,0,0.0,54.77715740142209,0.0,0.0,0.0,0.0,0.0,308.5729191732842,46.780467571644,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.72222222222226,0.0,1785.0886928476573,0.0,0.0,0.0,0.0,251.942857142857,0.0,0.0,0.0,0.0,170.10010911074735,15.74725274725274,0.0,0.0,0,0.0,0.0,0.0,43.0,0.0,0.0,0,267.0,25.0,0.0,2.6894977168949783,0.0,0.0,3.4258241758241748,0.0,0.0,0,15.25549450549451,67.6294871794872,0.0,0,1245.6666666666667,242.03296703296684,0,0.0,0.0,0.0,0.0,0.0,33.833333333333336,0.0,69.0,34.333333333333336,0.0,0,7.0,0,0.0,6.066666666666668,0.0,10.0,0.0
1990-08-31,2.129120879120879,0,0.0,65.39999999999999,0,0.0,0,0,0.0,0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,7.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,829.2500000000002,0,0.0,0.0,0,0.0,53.743824068088756,0.0,0.0,0.0,0.0,0.0,201.98317558354043,0.5961538461538461,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1283.3651255267353,0.0,0.0,30.0,0.0,1553.338692847658,0.0,0.0,0.0,0.0,118.28571428571426,0.0,0.0,0.0,0.0,15.0,10.747252747252737,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.333333333333336,185.58279569892466,0.0,23.279264034380894,0.0,0.0,50.22582417582417,0.0,0.0,0,80.25549450549445,511.2961538461537,0.0,0,1106.6666666666665,136.03296703296692,0,0.0,0.0,0.0,1.0,0.0,10.333333333333334,0.0,54.14285714285717,91.53333333333333,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0
1990-09-30,18.06043956043953,0,0.0,61.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.982758620689665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,0.0,4183.777777777777,0,0.0,0.0,0,0.0,49.272666228295016,0.0,0.0,0.0,0.0,0.0,207.41382583353385,61.57692307692302,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,142.15576592082613,0.0,0.0,75.0,0.0,158.2142287990893,0.0,0.0,0.0,0.0,150.32258064516128,4.462809917355371,0.0,0.0,0.0,145.66666666666666,9.626373626373619,0.0,2.0,0,0.0,0.0,3.6,0.0,0.0,1.0,0,234.0,103.03225806451611,0.0,0.7058823529411765,0.0,0.0,14.412087912087935,0.0,0.0,0,72.24725274725273,308.11140583554396,0.0,3,331.1666666666667,426.9835164835168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14285714285714,111.16666666666667,0.0,0,4.0,0,0.0,1.0,0.0,17.0,0.0
1990-10-31,913.1442723942728,0,0.0,129.70000000000002,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,162.0,0,0.0,0.0,0,0.0,57.73717948717952,0.0,0.0,0.0,0.0,0.0,946.5806114809767,0.5961538461538461,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,162.72461273666082,0.0,0.0,700.0,0.0,9.421428571428574,0.0,0.0,0.0,0.0,41.666666666666664,4.611570247933884,0.0,0.0,0.0,56.70000000000002,5.813919413919418,0.0,0.0,0,0.0,0.0,166.0,2.0,0.0,13.0,0,92.57999999999997,156.3,0.0,0.0,2551.6107628004183,0.0,8.425824175824191,0.0,0.0,0,707.1999389499389,29.662820512820524,0.0,0,382.05,88.95604395604393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0,11.0,0,0.0,2.0,0.0,0.0,0.0
1990-11-30,39.96953046953043,0,0.0,32.38095238095238,0,0.0,0,0,0.0,0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,58.33333333333334,0.0,0.0,0.0,466.66666666666674,0.0,56.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.1999999999999,0.0,31.5,0,0.0,0.0,0,0.0,52.457559681697646,0.0,0.0,0.0,0.0,0.0,732.7514647064053,10.269230769230775,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.2142857142857153,0.0,0.0,0.0,0.0,40.32258064516129,4.462809917355371,3.103448275862069,0.0,0.0,31.199999999999996,5.598356384994318,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.100000000000016,92.0,0.0,0.0,305.3645320197044,0.0,3.412087912087912,0.0,0.0,0,193.46104585070105,62.61140583554372,0.0,2,339.0,130.02197802197796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0,6.0,0,0.0,4.0,0.0,0.0,7.166666666666666
1990-12-31,5.401848151848147,0,1.0,89.9428571428571,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,144.29999999999993,0.0,0.0,0.0,0.0,6.0,0.0,0.0,232.00000000000003,0.0,2995.5,0,0.0,0.0,0,0.0,67.90384615384619,0.0,0.0,0.0,0.0,0.0,771.3472781476426,0.5961538461538461,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.3880952380952385,0.0,0.0,0.0,0.0,41.666666666666664,4.611570247933884,0.0,0.0,0.0,44.0,3.8410027472527477,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,28.83333333333333,31.0,0.0,13.0,74.42857142857144,0.0,1.4258241758241756,0.0,0.0,0,2479.988827838828,253.62948717948726,0.0,7,401.7142857142858,28.95604395604396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.1000000000000014,0.0,0,1.0,0,0.0,1.0,0.0,0.0,0.0
